metro_area,year,month,unemployment_rate
110294,"St. Louis, MO-IL MSA",2013,3,7.2
110295,"Springfield, MO MSA",2013,3,5.9
110296,"Billings, MT MSA",2013,3,4.4
110297,"Great Falls, MT MSA",2013,3,5.3
110298,"Missoula, MT MSA",2013,3,5.4
110299,"Grand Island, NE MSA",2013,3,3.7
110300,"Lincoln, NE MSA",2013,3,3.6
110301,"Omaha-Council Bluffs, NE-IA MSA",2013,3,4.2
110302,"Carson City, NV MSA",2013,3,10.9
110303,"Las Vegas-Henderson-Paradise, NV MSA",2013,3,10.2
110304,"Reno, NV MSA",2013,3,10.2
110305,"Dover-Durham, NH-ME Met NECTA",2013,3,5.3
110306,"Manchester, NH Met NECTA",2013,3,5.3
110307,"Portsmouth, NH-ME Met NECTA",2013,3,5.0
110308,"Atlantic City-Hammonton, NJ MSA",2013,3,12.3
110309,"Ocean City, NJ MSA",2013,3,15.0
110310,"Trenton, NJ MSA",2013,3,7.8
110311,"Vineland-Bridgeton, NJ MSA",2013,3,12.3
110312,"Albuquerque, NM MSA",2013,3,6.8
110313,"Farmington, NM MSA",2013,3,6.8
110314,"Las Cruces, NM MSA",2013,3,7.4
110315,"Santa Fe, NM MSA",2013,3,5.7
110316,"Albany-Schenectady-Troy, NY MSA",2013,3,6.6
110317,"Binghamton, NY MSA",2013,3,7.9
110318,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",2013,3,8.0
110319,"Elmira, NY MSA",2013,3,8.3
110320,"Glens Falls, NY MSA",2013,3,8.3
110321,"Ithaca, NY MSA",2013,3,5.5
110322,"Kingston, NY MSA",2013,3,7.6
110323,"New York-Newark-Jersey City, NY-NJ-PA MSA",2013,3,8.2
110324,"Rochester, NY MSA",2013,3,7.4
110325,"Syracuse, NY MSA",2013,3,7.8
110326,"Utica-Rome, NY MSA",2013,3,7.9
110327,"Watertown-Fort Drum, NY MSA",2013,3,9.5
110328,"Asheville, NC MSA",2013,3,7.0
110329,"Burlington, NC MSA",2013,3,7.8
110330,"Charlotte-Concord-Gastonia, NC-SC MSA",2013,3,8.5
110331,"Durham-Chapel Hill, NC MSA",2013,3,6.8
110332,"Fayetteville, NC MSA",2013,3,10.1
110333,"Goldsboro, NC MSA",2013,3,8.3
110334,"Greensboro-High Point, NC MSA",2013,3,9.1
110335,"Greenville, NC MSA",2013,3,8.6
110336,"Hickory-Lenoir-Morganton, NC MSA",2013,3,9.4
110337,"Jacksonville, NC MSA",2013,3,7.5
110338,"New Bern, NC MSA",2013,3,9.2
110339,"Raleigh, NC MSA",2013,3,6.7
110340,"Rocky Mount, NC MSA",2013,3,12.1
110341,"Wilmington, NC MSA",2013,3,8.5
110342,"Winston-Salem, NC MSA",2013,3,8.3
110343,"Bismarck, ND MSA",2013,3,2.8
110344,"Fargo, ND-MN MSA",2013,3,3.3
110345,"Grand Forks, ND-MN MSA",2013,3,3.9
110346,"Akron, OH MSA",2013,3,7.7
110347,"Canton-Massillon, OH MSA",2013,3,7.7
110348,"Cincinnati, OH-KY-IN MSA",2013,3,7.5
110349,"Cleveland-Elyria, OH MSA",2013,3,6.7
110350,"Columbus, OH MSA",2013,3,6.6
110351,"Dayton, OH MSA",2013,3,8.0
110352,"Lima, OH MSA",2013,3,8.0
110353,"Mansfield, OH MSA",2013,3,8.8
110354,"Springfield, OH MSA",2013,3,7.9
110355,"Toledo, OH MSA",2013,3,8.5
110356,"Weirton-Steubenville, WV-OH MSA",2013,3,10.0
110357,"Youngstown-Warren-Boardman, OH-PA MSA",2013,3,8.7
110358,"Enid, OK MSA",2013,3,4.1
110359,"Lawton, OK MSA",2013,3,5.9
110360,"Oklahoma City, OK MSA",2013,3,4.6
110361,"Tulsa, OK MSA",2013,3,5.3
110362,"Albany, OR MSA",2013,3,10.1
110363,"Bend-Redmond, OR MSA",2013,3,10.0
110364,"Corvallis, OR MSA",2013,3,5.9
110365,"Eugene, OR MSA",2013,3,8.4
110366,"Grants Pass, OR MSA",2013,3,11.5
110367,"Medford, OR MSA",2013,3,10.0
110368,"Portland-Vancouver-Hillsboro, OR-WA MSA",2013,3,7.4
110369,"Salem, OR MSA",2013,3,9.0
110370,"Allentown-Bethlehem-Easton, PA-NJ MSA",2013,3,8.2
110371,"Altoona, PA MSA",2013,3,7.3
110372,"Bloomsburg-Berwick, PA MSA",2013,3,7.6
110373,"Chambersburg-Waynesboro, PA MSA",2013,3,6.8
110374,"East Stroudsburg, PA MSA",2013,3,9.7
110375,"Erie, PA MSA",2013,3,7.6
110376,"Gettysburg, PA MSA",2013,3,6.1
110377,"Harrisburg-Carlisle, PA MSA",2013,3,6.7
110378,"Johnstown, PA MSA",2013,3,9.0
110379,"Lancaster, PA MSA",2013,3,6.4
110380,"Lebanon, PA MSA",2013,3,6.6
110381,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2013,3,8.2
110382,"Pittsburgh, PA MSA",2013,3,7.1
110383,"Reading, PA MSA",2013,3,7.5
110384,"Scranton--Wilkes-Barre--Hazleton, PA MSA",2013,3,9.3
110385,"State College, PA MSA",2013,3,5.4
110386,"Williamsport, PA MSA",2013,3,8.2
110387,"York-Hanover, PA MSA",2013,3,7.0
110388,"Providence-Warwick, RI-MA Met NECTA",2013,3,9.2
110389,"Charleston-North Charleston, SC MSA",2013,3,6.7
110390,"Columbia, SC MSA",2013,3,7.1
110391,"Florence, SC MSA",2013,3,9.1
110392,"Greenville-Anderson-Mauldin, SC MSA",2013,3,7.1
110393,"Hilton Head Island-Bluffton-Beaufort, SC MSA",2013,3,6.9
110394,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",2013,3,9.6
110395,"Spartanburg, SC MSA",2013,3,8.6
110396,"Sumter, SC MSA",2013,3,9.4
110397,"Rapid City, SD MSA",2013,3,4.1
110398,"Sioux Falls, SD MSA",2013,3,3.3
110399,"Chattanooga, TN-GA MSA",2013,3,7.6
110400,"Clarksville, TN-KY MSA",2013,3,8.2
110401,"Cleveland, TN MSA",2013,3,7.8
110402,"Jackson, TN MSA",2013,3,8.5
110403,"Johnson City, TN MSA",2013,3,8.2
110404,"Kingsport-Bristol-Bristol, TN-VA MSA",2013,3,7.7
110405,"Knoxville, TN MSA",2013,3,7.4
110406,"Memphis, TN-MS-AR MSA",2013,3,8.7
110407,"Morristown, TN MSA",2013,3,9.5
110408,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",2013,3,6.4
110409,"Abilene, TX MSA",2013,3,5.6
110410,"Amarillo, TX MSA",2013,3,4.8
110411,"Austin-Round Rock, TX MSA",2013,3,5.4
110412,"Beaumont-Port Arthur, TX MSA",2013,3,10.8
110413,"Brownsville-Harlingen, TX MSA",2013,3,10.3
110414,"College Station-Bryan, TX MSA",2013,3,5.4
110415,"Corpus Christi, TX MSA",2013,3,6.5
110416,"Dallas-Fort Worth-Arlington, TX MSA",2013,3,6.4
110417,"El Paso, TX MSA",2013,3,8.3
110418,"Houston-The Woodlands-Sugar Land, TX MSA",2013,3,6.2
110419,"Killeen-Temple, TX MSA",2013,3,7.1
110420,"Laredo, TX MSA",2013,3,6.3
110421,"Longview, TX MSA",2013,3,6.3
110422,"Lubbock, TX MSA",2013,3,5.2
110423,"McAllen-Edinburg-Mission, TX MSA",2013,3,10.6
110424,"Midland, TX MSA",2013,3,3.7
110425,"Odessa, TX MSA",2013,3,4.4
110426,"San Angelo, TX MSA",2013,3,5.3
110427,"San Antonio-New Braunfels, TX MSA",2013,3,6.0
110428,"Sherman-Denison, TX MSA",2013,3,6.7
110429,"Texarkana, TX-AR MSA",2013,3,7.2
110430,"Tyler, TX MSA",2013,3,6.7
110431,"Victoria, TX MSA",2013,3,5.6
110432,"Waco, TX MSA",2013,3,6.4
110433,"Wichita Falls, TX MSA",2013,3,6.1
110434,"Logan, UT-ID MSA",2013,3,4.2
110435,"Ogden-Clearfield, UT MSA",2013,3,4.9
110436,"Provo-Orem, UT MSA",2013,3,4.5
110437,"St. George, UT MSA",2013,3,6.0
110438,"Salt Lake City, UT MSA",2013,3,4.7
110439,"Burlington-South Burlington, VT Met NECTA",2013,3,3.6
110440,"Blacksburg-Christiansburg-Radford, VA MSA",2013,3,6.6
110441,"Charlottesville, VA MSA",2013,3,5.1
110442,"Harrisonburg, VA MSA",2013,3,5.8
110443,"Lynchburg, VA MSA",2013,3,6.4
110444,"Richmond, VA MSA",2013,3,6.3
110445,"Roanoke, VA MSA",2013,3,5.9
110446,"Staunton-Waynesboro, VA MSA",2013,3,5.6
110447,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",2013,3,6.4
110448,"Winchester, VA-WV MSA",2013,3,5.8
110449,"Bellingham, WA MSA",2013,3,7.7
110450,"Bremerton-Silverdale, WA MSA",2013,3,7.5
110451,"Kennewick-Richland, WA MSA",2013,3,9.3
110452,"Longview, WA MSA",2013,3,10.2
110453,"Mount Vernon-Anacortes, WA MSA",2013,3,9.0
110454,"Olympia-Tumwater, WA MSA",2013,3,7.8
110455,"Seattle-Tacoma-Bellevue, WA MSA",2013,3,6.0
110456,"Spokane-Spokane Valley, WA MSA",2013,3,8.7
110457,"Walla Walla, WA MSA",2013,3,7.4
110458,"Wenatchee, WA MSA",2013,3,7.8
110459,"Yakima, WA MSA",2013,3,10.2
110460,"Beckley, WV MSA",2013,3,7.8
110461,"Charleston, WV MSA",2013,3,6.6
110462,"Huntington-Ashland, WV-KY-OH MSA",2013,3,7.5
110463,"Morgantown, WV MSA",2013,3,5.2
110464,"Parkersburg-Vienna, WV MSA",2013,3,6.6
110465,"Wheeling, WV-OH MSA",2013,3,7.3
110466,"Appleton, WI MSA",2013,3,6.1
110467,"Eau Claire, WI MSA",2013,3,6.3
110468,"Fond du Lac, WI MSA",2013,3,6.4
110469,"Green Bay, WI MSA",2013,3,6.6
110470,"Janesville-Beloit, WI MSA",2013,3,8.0
110471,"La Crosse-Onalaska, WI-MN MSA",2013,3,5.3
110472,"Madison, WI MSA",2013,3,5.1
110473,"Milwaukee-Waukesha-West Allis, WI MSA",2013,3,7.4
110474,"Oshkosh-Neenah, WI MSA",2013,3,6.6
110475,"Racine, WI MSA",2013,3,8.5
110476,"Sheboygan, WI MSA",2013,3,6.4
110477,"Wausau, WI MSA",2013,3,7.0
110478,"Casper, WY MSA",2013,3,4.6
110479,"Cheyenne, WY MSA",2013,3,5.1
110480,"Aguadilla-Isabela, PR MSA",2013,3,19.1
110481,"Arecibo, PR MSA",2013,3,15.6
110482,"Guayama, PR MSA",2013,3,22.4
110483,"Mayaguez, PR MSA",2013,3,18.1
110484,"Ponce, PR MSA",2013,3,17.4
110485,"San German, PR MSA",2013,3,20.9
110486,"San Juan-Carolina-Caguas, PR MSA",2013,3,11.5
110487,"Anniston-Oxford-Jacksonville, AL MSA",2013,4,8.5
110488,"Auburn-Opelika, AL MSA",2013,4,5.9
110489,"Birmingham-Hoover, AL MSA",2013,4,6.3
110490,"Daphne-Fairhope-Foley, AL MSA",2013,4,6.6
110491,"Decatur, AL MSA",2013,4,7.1
110492,"Dothan, AL MSA",2013,4,6.9
110493,"Florence-Muscle Shoals, AL MSA",2013,4,7.4
110494,"Gadsden, AL MSA",2013,4,7.5
110495,"Huntsville, AL MSA",2013,4,6.2
110496,"Mobile, AL MSA",2013,4,8.5
110497,"Montgomery, AL MSA",2013,4,6.9
110498,"Tuscaloosa, AL MSA",2013,4,6.8
110499,"Anchorage, AK MSA",2013,4,5.9
110500,"Fairbanks, AK MSA",2013,4,6.0
110501,"Flagstaff, AZ MSA",2013,4,8.2
110502,"Lake Havasu City-Kingman, AZ MSA",2013,4,10.6
110503,"Phoenix-Mesa-Scottsdale, AZ MSA",2013,4,6.8
110504,"Prescott, AZ MSA",2013,4,8.0
110505,"Sierra Vista-Douglas, AZ MSA",2013,4,9.1
110506,"Tucson, AZ MSA",2013,4,6.8
110507,"Yuma, AZ MSA",2013,4,25.5
110508,"Fayetteville-Springdale-Rogers, AR-MO MSA",2013,4,5.7
110509,"Fort Smith, AR-OK MSA",2013,4,8.0
110510,"Hot Springs, AR MSA",2013,4,7.7
110511,"Jonesboro, AR MSA",2013,4,7.0
110512,"Little Rock-North Little Rock-Conway, AR MSA",2013,4,6.5
110513,"Pine Bluff, AR MSA",2013,4,9.8
110514,"Bakersfield, CA MSA",2013,4,11.9
110515,"Chico, CA MSA",2013,4,10.6
110516,"El Centro, CA MSA",2013,4,25.8
110517,"Fresno, CA MSA",2013,4,13.5
110518,"Hanford-Corcoran, CA MSA",2013,4,13.6
110519,"Los Angeles-Long Beach-Anaheim, CA MSA",2013,4,9.2
110520,"Madera, CA MSA",2013,4,12.7
110521,"Merced, CA MSA",2013,4,14.8
110522,"Modesto, CA MSA",2013,4,13.2
110523,"Napa, CA MSA",2013,4,7.1
110524,"Oxnard-Thousand Oaks-Ventura, CA MSA",2013,4,8.0
110525,"Redding, CA MSA",2013,4,12.1
110526,"Riverside-San Bernardino-Ontario, CA MSA",2013,4,10.1
110527,"Sacramento--Roseville--Arden-Arcade, CA MSA",2013,4,8.9
110528,"Salinas, CA MSA",2013,4,10.7
110529,"San Diego-Carlsbad, CA MSA",2013,4,8.0
110530,"San Francisco-Oakland-Hayward, CA MSA",2013,4,6.7
110531,"San Jose-Sunnyvale-Santa Clara, CA MSA",2013,4,6.8
110532,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2013,4,7.0
110533,"Santa Cruz-Watsonville, CA MSA",2013,4,10.5
110534,"Santa Maria-Santa Barbara, CA MSA",2013,4,7.4
110535,"Santa Rosa, CA MSA",2013,4,7.4
110536,"Stockton-Lodi, CA MSA",2013,4,12.6
110537,"Vallejo-Fairfield, CA MSA",2013,4,9.3
110538,"Visalia-Porterville, CA MSA",2013,4,14.5
110539,"Yuba City, CA MSA",2013,4,14.3
110540,"Boulder, CO MSA",2013,4,5.7
110541,"Colorado Springs, CO MSA",2013,4,8.2
110542,"Denver-Aurora-Lakewood, CO MSA",2013,4,7.0
110543,"Fort Collins, CO MSA",2013,4,6.0
110544,"Grand Junction, CO MSA",2013,4,9.2
110545,"Greeley, CO MSA",2013,4,7.0
110546,"Pueblo, CO MSA",2013,4,10.2
110547,"Bridgeport-Stamford-Norwalk, CT Met NECTA",2013,4,7.7
110548,"Danbury, CT Met NECTA",2013,4,6.5
110549,"Hartford-West Hartford-East Hartford, CT Met NECTA",2013,4,7.9
110550,"New Haven, CT Met NECTA",2013,4,8.1
110551,"Norwich-New London-Westerly, CT-RI Met NECTA",2013,4,8.6
110552,"Waterbury, CT Met NECTA",2013,4,9.9
110553,"Dover, DE MSA",2013,4,7.7
110554,"Salisbury, MD-DE MSA",2013,4,8.7
110555,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2013,4,5.6
110556,"Cape Coral-Fort Myers, FL MSA",2013,4,7.6
110557,"Crestview-Fort Walton Beach-Destin, FL MSA",2013,4,6.0
110558,"Deltona-Daytona Beach-Ormond Beach, FL MSA",2013,4,8.6
110559,"Gainesville, FL MSA",2013,4,6.0
110560,"Homosassa Springs, FL MSA",2013,4,10.0
110561,"Jacksonville, FL MSA",2013,4,7.3
110562,"Lakeland-Winter Haven, FL MSA",2013,4,8.5
110563,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2013,4,7.4
110564,"Naples-Immokalee-Marco Island, FL MSA",2013,4,7.3
110565,"North Port-Sarasota-Bradenton, FL MSA",2013,4,7.2
110566,"Ocala, FL MSA",2013,4,8.9
110567,"Orlando-Kissimmee-Sanford, FL MSA",2013,4,7.3
110568,"Palm Bay-Melbourne-Titusville, FL MSA",2013,4,8.6
110569,"Panama City, FL MSA",2013,4,7.6
110570,"Pensacola-Ferry Pass-Brent, FL MSA",2013,4,7.2
110571,"Port St. Lucie, FL MSA",2013,4,9.3
110572,"Punta Gorda, FL MSA",2013,4,8.3
110573,"Sebastian-Vero Beach, FL MSA",2013,4,10.0
110574,"Sebring, FL MSA",2013,4,9.6
110575,"Tallahassee, FL MSA",2013,4,6.7
110576,"Tampa-St. Petersburg-Clearwater, FL MSA",2013,4,7.1
110577,"The Villages, FL MSA",2013,4,9.5
110578,"Albany, GA MSA",2013,4,9.6
110579,"Athens-Clarke County, GA MSA",2013,4,7.6
110580,"Atlanta-Sandy Springs-Roswell, GA MSA",2013,4,8.1
110581,"Augusta-Richmond County, GA-SC MSA",2013,4,8.6
110582,"Brunswick, GA MSA",2013,4,9.0
110583,"Columbus, GA-AL MSA",2013,4,8.8
110584,"Dalton, GA MSA",2013,4,10.4
110585,"Gainesville, GA MSA",2013,4,7.1
110586,"Hinesville, GA MSA",2013,4,8.6
110587,"Macon-Bibb County, GA MSA",2013,4,9.2
110588,"Rome, GA MSA",2013,4,9.8
110589,"Savannah, GA MSA",2013,4,8.2
110590,"Valdosta, GA MSA",2013,4,8.3
110591,"Warner Robins, GA MSA",2013,4,8.1
110592,"Kahului-Wailuku-Lahaina, HI MSA",2013,4,5.2
110593,"Urban Honolulu, HI MSA",2013,4,4.4
110594,"Boise City, ID MSA",2013,4,6.2
110595,"Coeur d'Alene, ID MSA",2013,4,7.5
110596,"Idaho Falls, ID MSA",2013,4,5.6
110597,"Lewiston, ID-WA MSA",2013,4,5.6
110598,"Pocatello, ID MSA",2013,4,6.1
110599,"Twin Falls, ID MSA",2013,4,5.8
110600,"Bloomington, IL MSA",2013,4,6.8
110601,"Carbondale-Marion, IL MSA",2013,4,8.6
110602,"Champaign-Urbana, IL MSA",2013,4,7.5
110603,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2013,4,9.3
110604,"Danville, IL MSA",2013,4,10.2
110605,"Davenport-Moline-Rock Island, IA-IL MSA",2013,4,7.1
110606,"Decatur, IL MSA",2013,4,11.2
110607,"Kankakee, IL MSA",2013,4,10.7
110608,"Peoria, IL MSA",2013,4,9.0
110609,"Rockford, IL MSA",2013,4,10.6
110610,"Springfield, IL MSA",2013,4,7.5
110611,"Bloomington, IN MSA",2013,4,7.8
110612,"Columbus, IN MSA",2013,4,6.3
110613,"Elkhart-Goshen, IN MSA",2013,4,7.8
110614,"Evansville, IN-KY MSA",2013,4,7.3
110615,"Fort Wayne, IN MSA",2013,4,7.8
110616,"Indianapolis-Carmel-Anderson, IN MSA",2013,4,7.9
110617,"Kokomo, IN MSA",2013,4,8.7
110618,"Lafayette-West Lafayette, IN MSA",2013,4,7.1
110619,"Michigan City-La Porte, IN MSA",2013,4,9.8
110620,"Muncie, IN MSA",2013,4,9.0
110621,"South Bend-Mishawaka, IN-MI MSA",2013,4,9.0
110622,"Terre Haute, IN MSA",2013,4,10.0
110623,"Ames, IA MSA",2013,4,3.4
110624,"Cedar Rapids, IA MSA",2013,4,5.2
110625,"Des Moines-West Des Moines, IA MSA",2013,4,4.8
110626,"Dubuque, IA MSA",2013,4,4.7
110627,"Iowa City, IA MSA",2013,4,3.5
110628,"Sioux City, IA-NE-SD MSA",2013,4,4.7
110629,"Waterloo-Cedar Falls, IA MSA",2013,4,5.0
110630,"Lawrence, KS MSA",2013,4,5.0
110631,"Manhattan, KS MSA",2013,4,4.4
110632,"Topeka, KS MSA",2013,4,6.0
110633,"Wichita, KS MSA",2013,4,6.1
110634,"Bowling Green, KY MSA",2013,4,7.4
110635,"Elizabethtown-Fort Knox, KY MSA",2013,4,8.0
110636,"Lexington-Fayette, KY MSA",2013,4,6.1
110637,"Louisville/Jefferson County, KY-IN MSA",2013,4,7.4
110638,"Owensboro, KY MSA",2013,4,7.0
110639,"Alexandria, LA MSA",2013,4,7.3
110640,"Baton Rouge, LA MSA",2013,4,6.7
110641,"Hammond, LA MSA",2013,4,8.5
110642,"Houma-Thibodaux, LA MSA",2013,4,5.3
110643,"Lafayette, LA MSA",2013,4,5.7
110644,"Lake Charles, LA MSA",2013,4,6.8
110645,"Monroe, LA MSA",2013,4,7.8
110646,"New Orleans-Metairie, LA MSA",2013,4,7.0
110647,"Shreveport-Bossier City, LA MSA",2013,4,8.0
110648,"Bangor, ME Met NECTA",2013,4,6.5
110649,"Lewiston-Auburn, ME Met NECTA",2013,4,7.0
110650,"Portland-South Portland, ME Met NECTA",2013,4,5.7
110651,"Baltimore-Columbia-Towson, MD MSA",2013,4,7.0
110652,"California-Lexington Park, MD MSA",2013,4,6.1
110653,"Cumberland, MD-WV MSA",2013,4,8.4
110654,"Hagerstown-Martinsburg, MD-WV MSA",2013,4,6.7
110655,"Barnstable Town, MA Met NECTA",2013,4,8.3
110656,"Boston-Cambridge-Nashua, MA-NH Met NECTA",2013,4,6.2
110657,"Leominster-Gardner, MA Met NECTA",2013,4,8.5
110658,"New Bedford, MA Met NECTA",2013,4,10.8
110659,"Pittsfield, MA Met NECTA",2013,4,7.6
110660,"Springfield, MA-CT Met NECTA",2013,4,8.0
110661,"Worcester, MA-CT Met NECTA",2013,4,7.4
110662,"Ann Arbor, MI MSA",2013,4,5.9
110663,"Battle Creek, MI MSA",2013,4,8.1
110664,"Bay City, MI MSA",2013,4,8.9
110665,"Detroit-Warren-Dearborn, MI MSA",2013,4,9.8
110666,"Flint, MI MSA",2013,4,9.9
110667,"Grand Rapids-Wyoming, MI MSA",2013,4,6.6
110668,"Jackson, MI MSA",2013,4,8.5
110669,"Kalamazoo-Portage, MI MSA",2013,4,7.7
110670,"Lansing-East Lansing, MI MSA",2013,4,7.5
110671,"Midland, MI MSA",2013,4,7.9
110672,"Monroe, MI MSA",2013,4,7.6
110673,"Muskegon, MI MSA",2013,4,10.2
110674,"Niles-Benton Harbor, MI MSA",2013,4,8.9
110675,"Saginaw, MI MSA",2013,4,9.2
110676,"Duluth, MN-WI MSA",2013,4,6.2
110677,"Mankato-North Mankato, MN MSA",2013,4,4.1
110678,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2013,4,4.9
110679,"Rochester, MN MSA",2013,4,4.3
110680,"St. Cloud, MN MSA",2013,4,5.3
110681,"Gulfport-Biloxi-Pascagoula, MS MSA",2013,4,8.3
110682,"Hattiesburg, MS MSA",2013,4,7.8
110683,"Jackson, MS MSA",2013,4,7.4
110684,"Cape Girardeau, MO-IL MSA",2013,4,6.2
110685,"Columbia, MO MSA",2013,4,4.6
110686,"Jefferson City, MO MSA",2013,4,5.5
110687,"Joplin, MO MSA",2013,4,5.9
110688,"Kansas City, MO-KS MSA",2013,4,6.3
110689,"St. Joseph, MO-KS MSA",2013,4,6.0
110690,"St. Louis, MO-IL MSA",2013,4,7.2
110691,"Springfield, MO MSA",2013,4,5.9
110692,"Billings, MT MSA",2013,4,4.4
110693,"Great Falls, MT MSA",2013,4,5.3
110694,"Missoula, MT MSA",2013,4,5.3
110695,"Grand Island, NE MSA",2013,4,3.7
110696,"Lincoln, NE MSA",2013,4,3.6
110697,"Omaha-Council Bluffs, NE-IA MSA",2013,4,4.2
110698,"Carson City, NV MSA",2013,4,10.8
110699,"Las Vegas-Henderson-Paradise, NV MSA",2013,4,10.1
110700,"Reno, NV MSA",2013,4,10.0
110701,"Dover-Durham, NH-ME Met NECTA",2013,4,5.2
110702,"Manchester, NH Met NECTA",2013,4,5.2
110703,"Portsmouth, NH-ME Met NECTA",2013,4,4.9
110704,"Atlantic City-Hammonton, NJ MSA",2013,4,12.1
110705,"Ocean City, NJ MSA",2013,4,14.8
110706,"Trenton, NJ MSA",2013,4,7.7
110707,"Vineland-Bridgeton, NJ MSA",2013,4,12.1
110708,"Albuquerque, NM MSA",2013,4,6.8
110709,"Farmington, NM MSA",2013,4,6.7
110710,"Las Cruces, NM MSA",2013,4,7.4
110711,"Santa Fe, NM MSA",2013,4,5.6
110712,"Albany-Schenectady-Troy, NY MSA",2013,4,6.5
110713,"Binghamton, NY MSA",2013,4,7.8
110714,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",2013,4,7.9
110715,"Elmira, NY MSA",2013,4,8.2
110716,"Glens Falls, NY MSA",2013,4,8.1
110717,"Ithaca, NY MSA",2013,4,5.4
110718,"Kingston, NY MSA",2013,4,7.5
110719,"New York-Newark-Jersey City, NY-NJ-PA MSA",2013,4,8.1
110720,"Rochester, NY MSA",2013,4,7.2
110721,"Syracuse, NY MSA",2013,4,7.7
110722,"Utica-Rome, NY MSA",2013,4,7.8
110723,"Watertown-Fort Drum, NY MSA",2013,4,9.5
110724,"Asheville, NC MSA",2013,4,6.8
110725,"Burlington, NC MSA",2013,4,7.7
110726,"Charlotte-Concord-Gastonia, NC-SC MSA",2013,4,8.3
110727,"Durham-Chapel Hill, NC MSA",2013,4,6.6
110728,"Fayetteville, NC MSA",2013,4,9.9
110729,"Goldsboro, NC MSA",2013,4,8.2
110730,"Greensboro-High Point, NC MSA",2013,4,8.9
110731,"Greenville, NC MSA",2013,4,8.5
110732,"Hickory-Lenoir-Morganton, NC MSA",2013,4,9.2
110733,"Jacksonville, NC MSA",2013,4,7.3
110734,"New Bern, NC MSA",2013,4,9.0
110735,"Raleigh, NC MSA",2013,4,6.6
110736,"Rocky Mount, NC MSA",2013,4,11.9
110737,"Wilmington, NC MSA",2013,4,8.3
110738,"Winston-Salem, NC MSA",2013,4,8.2
110739,"Bismarck, ND MSA",2013,4,2.8
110740,"Fargo, ND-MN MSA",2013,4,3.3
110741,"Grand Forks, ND-MN MSA",2013,4,3.8
110742,"Akron, OH MSA",2013,4,7.7
110743,"Canton-Massillon, OH MSA",2013,4,7.6
110744,"Cincinnati, OH-KY-IN MSA",2013,4,7.4
110745,"Cleveland-Elyria, OH MSA",2013,4,6.7
110746,"Columbus, OH MSA",2013,4,6.6
110747,"Dayton, OH MSA",2013,4,8.0
110748,"Lima, OH MSA",2013,4,8.0
110749,"Mansfield, OH MSA",2013,4,8.8
110750,"Springfield, OH MSA",2013,4,7.8
110751,"Toledo, OH MSA",2013,4,8.5
110752,"Weirton-Steubenville, WV-OH MSA",2013,4,9.8
110753,"Youngstown-Warren-Boardman, OH-PA MSA",2013,4,8.7
110754,"Enid, OK MSA",2013,4,4.1
110755,"Lawton, OK MSA",2013,4,5.9
110756,"Oklahoma City, OK MSA",2013,4,4.6
110757,"Tulsa, OK MSA",2013,4,5.3
110758,"Albany, OR MSA",2013,4,9.9
110759,"Bend-Redmond, OR MSA",2013,4,9.8
110760,"Corvallis, OR MSA",2013,4,5.9
110761,"Eugene, OR MSA",2013,4,8.2
110762,"Grants Pass, OR MSA",2013,4,11.4
110763,"Medford, OR MSA",2013,4,9.9
110764,"Portland-Vancouver-Hillsboro, OR-WA MSA",2013,4,7.3
110765,"Salem, OR MSA",2013,4,8.9
110766,"Allentown-Bethlehem-Easton, PA-NJ MSA",2013,4,8.1
110767,"Altoona, PA MSA",2013,4,7.2
110768,"Bloomsburg-Berwick, PA MSA",2013,4,7.5
110769,"Chambersburg-Waynesboro, PA MSA",2013,4,6.7
110770,"East Stroudsburg, PA MSA",2013,4,9.6
110771,"Erie, PA MSA",2013,4,7.5
110772,"Gettysburg, PA MSA",2013,4,6.0
110773,"Harrisburg-Carlisle, PA MSA",2013,4,6.6
110774,"Johnstown, PA MSA",2013,4,9.0
110775,"Lancaster, PA MSA",2013,4,6.3
110776,"Lebanon, PA MSA",2013,4,6.5
110777,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2013,4,8.0
110778,"Pittsburgh, PA MSA",2013,4,7.0
110779,"Reading, PA MSA",2013,4,7.4
110780,"Scranton--Wilkes-Barre--Hazleton, PA MSA",2013,4,9.2
110781,"State College, PA MSA",2013,4,5.4
110782,"Williamsport, PA MSA",2013,4,8.1
110783,"York-Hanover, PA MSA",2013,4,6.9
110784,"Providence-Warwick, RI-MA Met NECTA",2013,4,9.2
110785,"Charleston-North Charleston, SC MSA",2013,4,6.6
110786,"Columbia, SC MSA",2013,4,7.0
110787,"Florence, SC MSA",2013,4,9.0
