Job Title,City,State,Latitude,Longitude,Average Salary,Job Openings
Orthotist and Prosthetist,Tampa,FL,27.9477595,-82.458444,0,0
Personal Care Aide,Tampa,FL,27.9477595,-82.458444,0,195
Computer Systems Administrator,Tampa,FL,27.9477595,-82.458444,0,210
Massage Therapist,Tampa,FL,27.9477595,-82.458444,25.83,80
Cartographer,Tampa,FL,27.9477595,-82.458444,0,1
Dental Assistant,Tampa,FL,27.9477595,-82.458444,15.94,66
Management Analyst,Tampa,FL,27.9477595,-82.458444,0,15
Solar Photovoltaic Installer,Tampa,FL,27.9477595,-82.458444,0,0
Physical Therapist Aide,Tampa,FL,27.9477595,-82.458444,0,19
Occupational Therapy Assistant,Tampa,FL,27.9477595,-82.458444,0,80
Mental Health Counselor,Tampa,FL,27.9477595,-82.458444,0,82
Environmental Engineering Technician,Tampa,FL,27.9477595,-82.458444,0,68
Nail Technician,Tampa,FL,27.9477595,-82.458444,19.6,13
Plumber,Tampa,FL,27.9477595,-82.458444,22.17,120
Radiologic Technologist,Tampa,FL,27.9477595,-82.458444,0,97
MRI Technologist,Tampa,FL,27.9477595,-82.458444,37.87,14
Chiropractor,Tampa,FL,27.9477595,-82.458444,63775,40
Cost Estimator,Tampa,FL,27.9477595,-82.458444,0,2
Financial Analyst,Tampa,FL,27.9477595,-82.458444,68012,491
Insurance Sales Agent,Tampa,FL,27.9477595,-82.458444,0,34
School Counselor,Tampa,FL,27.9477595,-82.458444,20.26,96
Nurse Midwife,Tampa,FL,27.9477595,-82.458444,0,4
Paralegal,Tampa,FL,27.9477595,-82.458444,52683,59
Phlebotomist,Tampa,FL,27.9477595,-82.458444,12.69,31
Loan Officer,Tampa,FL,27.9477595,-82.458444,85614,69
Clinical Social Worker,Tampa,FL,27.9477595,-82.458444,0,29
Compliance Officer,Tampa,FL,27.9477595,-82.458444,90301,8
Dietitian and Nutritionist,Tampa,FL,27.9477595,-82.458444,0,0
Ophthalmic Medical Technician,Tampa,FL,27.9477595,-82.458444,0,5
Clinical Laboratory Technician,Tampa,FL,27.9477595,-82.458444,0,2
Licensed Practical and Licensed Vocational Nurse,Tampa,FL,27.9477595,-82.458444,0,0
Electrician,Tampa,FL,27.9477595,-82.458444,19.14,86
HR Specialist,Tampa,FL,27.9477595,-82.458444,0,69
Wind Turbine Technician,Tampa,FL,27.9477595,-82.458444,0,2
Logistician,Tampa,FL,27.9477595,-82.458444,0,3
Residential Advisor,Tampa,FL,27.9477595,-82.458444,0,37
Optician,Tampa,FL,27.9477595,-82.458444,18.05,14
Computer Support Specialist,Tampa,FL,27.9477595,-82.458444,0,475
Esthetician and Skincare Specialist,Tampa,FL,27.9477595,-82.458444,0,0
Restaurant Cook,Tampa,FL,27.9477595,-82.458444,0,549
Software Engineer,San Diego,CA,32.7174209,-117.1627714,114547,"2,782"
Dentist,San Diego,CA,32.7174209,-117.1627714,228125,45
Physician Assistant,San Diego,CA,32.7174209,-117.1627714,56605,120
Orthodontist,San Diego,CA,32.7174209,-117.1627714,0,2
Nurse Practitioner,San Diego,CA,32.7174209,-117.1627714,124316,95
Statistician,San Diego,CA,32.7174209,-117.1627714,0,19
Physician,San Diego,CA,32.7174209,-117.1627714,208874,86
Speech Language Pathologist,San Diego,CA,32.7174209,-117.1627714,36.26,63
Oral and Maxillofacial Surgeon,San Diego,CA,32.7174209,-117.1627714,0,0
Veterinarian,San Diego,CA,32.7174209,-117.1627714,127160,45
Medical and Health Services Manager,San Diego,CA,32.7174209,-117.1627714,0,0
IT Manager,San Diego,CA,32.7174209,-117.1627714,80719,297
Registered Nurse,San Diego,CA,32.7174209,-117.1627714,39.64,894
Mathematician,San Diego,CA,32.7174209,-117.1627714,0,5
Physical Therapist,San Diego,CA,32.7174209,-117.1627714,98496,144
Optometrist,San Diego,CA,32.7174209,-117.1627714,306254,24
Anesthesiologist,San Diego,CA,32.7174209,-117.1627714,210615,9
Obstetrician and Gynecologist,San Diego,CA,32.7174209,-117.1627714,0,0
Surgeon,San Diego,CA,32.7174209,-117.1627714,0,95
Operations Research Analyst,San Diego,CA,32.7174209,-117.1627714,0,135
Nurse Anesthetist,San Diego,CA,32.7174209,-117.1627714,0,1
Pediatrician,San Diego,CA,32.7174209,-117.1627714,128195,13
Web Developer,San Diego,CA,32.7174209,-117.1627714,78840,412
Dental Hygienist,San Diego,CA,32.7174209,-117.1627714,44.71,18
Genetic Counselor,San Diego,CA,32.7174209,-117.1627714,0,2
Physical Therapist Assistant,San Diego,CA,32.7174209,-117.1627714,32.54,21
Financial Manager,San Diego,CA,32.7174209,-117.1627714,0,8
Occupational Therapist,San Diego,CA,32.7174209,-117.1627714,100383,47
Psychologist,San Diego,CA,32.7174209,-117.1627714,168317,47
Database Administrator,San Diego,CA,32.7174209,-117.1627714,95997,126
Financial Advisor,San Diego,CA,32.7174209,-117.1627714,65811,285
Mechanical Engineer,San Diego,CA,32.7174209,-117.1627714,89356,561
Civil Engineer,San Diego,CA,32.7174209,-117.1627714,86086,208
Psychiatrist,San Diego,CA,32.7174209,-117.1627714,332318,77
Substance Abuse and Behavioral Disorder Counselor,San Diego,CA,32.7174209,-117.1627714,0,0
School Psychologist,San Diego,CA,32.7174209,-117.1627714,84823,7
Home Health Aide,San Diego,CA,32.7174209,-117.1627714,17.1,103
Information Security Analyst,San Diego,CA,32.7174209,-117.1627714,92941,235
Pilot,San Diego,CA,32.7174209,-117.1627714,106705,93
Respiratory Therapist,San Diego,CA,32.7174209,-117.1627714,30.97,39
Diagnostic Medical Sonographer,San Diego,CA,32.7174209,-117.1627714,0,6
Accountant,San Diego,CA,32.7174209,-117.1627714,62215,244
Market Research Analyst,San Diego,CA,32.7174209,-117.1627714,0,102
Business Operations Manager,San Diego,CA,32.7174209,-117.1627714,0,175
Marketing Manager,San Diego,CA,32.7174209,-117.1627714,71279,214
Industrial Psychologist,San Diego,CA,32.7174209,-117.1627714,0,0
Podiatrist,San Diego,CA,32.7174209,-117.1627714,0,8
Environmental Engineer,San Diego,CA,32.7174209,-117.1627714,0,176
Social and Community Service Manager,San Diego,CA,32.7174209,-117.1627714,0,24
Lawyer,San Diego,CA,32.7174209,-117.1627714,56223,118
Marriage and Family Therapist,San Diego,CA,32.7174209,-117.1627714,0,22
Medical Assistant,San Diego,CA,32.7174209,-117.1627714,16.47,120
Data Analyst,San Diego,CA,32.7174209,-117.1627714,69923,745
Actuary,San Diego,CA,32.7174209,-117.1627714,101908,11
Medical Records Technician,San Diego,CA,32.7174209,-117.1627714,0,302
Prosthodontist,San Diego,CA,32.7174209,-117.1627714,0,2
Construction Manager,San Diego,CA,32.7174209,-117.1627714,115453,615
Veterinary Technologist and Technician,San Diego,CA,32.7174209,-117.1627714,0,0
Landscaper and Groundskeeper,San Diego,CA,32.7174209,-117.1627714,0,0
Computer Network Architect,San Diego,CA,32.7174209,-117.1627714,0,1
Orthotist and Prosthetist,San Diego,CA,32.7174209,-117.1627714,0,0
Personal Care Aide,San Diego,CA,32.7174209,-117.1627714,0,148
Computer Systems Administrator,San Diego,CA,32.7174209,-117.1627714,0,271
Massage Therapist,San Diego,CA,32.7174209,-117.1627714,27.32,49
Cartographer,San Diego,CA,32.7174209,-117.1627714,0,1
Dental Assistant,San Diego,CA,32.7174209,-117.1627714,18.79,50
Management Analyst,San Diego,CA,32.7174209,-117.1627714,0,21
Solar Photovoltaic Installer,San Diego,CA,32.7174209,-117.1627714,0,4
Physical Therapist Aide,San Diego,CA,32.7174209,-117.1627714,0,13
Occupational Therapy Assistant,San Diego,CA,32.7174209,-117.1627714,0,25
Mental Health Counselor,San Diego,CA,32.7174209,-117.1627714,0,95
Environmental Engineering Technician,San Diego,CA,32.7174209,-117.1627714,0,38
Nail Technician,San Diego,CA,32.7174209,-117.1627714,38.24,2
Plumber,San Diego,CA,32.7174209,-117.1627714,27.78,20
Radiologic Technologist,San Diego,CA,32.7174209,-117.1627714,0,28
MRI Technologist,San Diego,CA,32.7174209,-117.1627714,39.71,2
Chiropractor,San Diego,CA,32.7174209,-117.1627714,64755,26
Cost Estimator,San Diego,CA,32.7174209,-117.1627714,0,8
Financial Analyst,San Diego,CA,32.7174209,-117.1627714,78055,335
Insurance Sales Agent,San Diego,CA,32.7174209,-117.1627714,0,10
School Counselor,San Diego,CA,32.7174209,-117.1627714,21.95,114
Nurse Midwife,San Diego,CA,32.7174209,-117.1627714,0,1
Paralegal,San Diego,CA,32.7174209,-117.1627714,62354,38
Phlebotomist,San Diego,CA,32.7174209,-117.1627714,19.22,37
Loan Officer,San Diego,CA,32.7174209,-117.1627714,90835,77
Clinical Social Worker,San Diego,CA,32.7174209,-117.1627714,0,49
Compliance Officer,San Diego,CA,32.7174209,-117.1627714,70714,40
Dietitian and Nutritionist,San Diego,CA,32.7174209,-117.1627714,0,0
Ophthalmic Medical Technician,San Diego,CA,32.7174209,-117.1627714,0,14
Clinical Laboratory Technician,San Diego,CA,32.7174209,-117.1627714,0,10
Licensed Practical and Licensed Vocational Nurse,San Diego,CA,32.7174209,-117.1627714,0,0
Electrician,San Diego,CA,32.7174209,-117.1627714,27.89,76
HR Specialist,San Diego,CA,32.7174209,-117.1627714,0,48
Wind Turbine Technician,San Diego,CA,32.7174209,-117.1627714,0,4
Logistician,San Diego,CA,32.7174209,-117.1627714,0,15
Residential Advisor,San Diego,CA,32.7174209,-117.1627714,0,1
Optician,San Diego,CA,32.7174209,-117.1627714,18.24,17
Computer Support Specialist,San Diego,CA,32.7174209,-117.1627714,0,1
Esthetician and Skincare Specialist,San Diego,CA,32.7174209,-117.1627714,0,0
Restaurant Cook,San Diego,CA,32.7174209,-117.1627714,0,305
Software Engineer,Rochester,NY,43.157285,-77.615214,83595,407
Dentist,Rochester,NY,43.157285,-77.615214,164865,8
Physician Assistant,Rochester,NY,43.157285,-77.615214,142690,97
Orthodontist,Rochester,NY,43.157285,-77.615214,0,0
Nurse Practitioner,Rochester,NY,43.157285,-77.615214,113541,85
Statistician,Rochester,NY,43.157285,-77.615214,0,1
Physician,Rochester,NY,43.157285,-77.615214,204050,50
Speech Language Pathologist,Rochester,NY,43.157285,-77.615214,20.26,19
Oral and Maxillofacial Surgeon,Rochester,NY,43.157285,-77.615214,0,0
Veterinarian,Rochester,NY,43.157285,-77.615214,86149,11
Medical and Health Services Manager,Rochester,NY,43.157285,-77.615214,0,0
IT Manager,Rochester,NY,43.157285,-77.615214,80918,74
Registered Nurse,Rochester,NY,43.157285,-77.615214,27.64,486
Mathematician,Rochester,NY,43.157285,-77.615214,0,0
Physical Therapist,Rochester,NY,43.157285,-77.615214,64587,63
Optometrist,Rochester,NY,43.157285,-77.615214,107134,9
Anesthesiologist,Rochester,NY,43.157285,-77.615214,379802,7
Obstetrician and Gynecologist,Rochester,NY,43.157285,-77.615214,0,0
Surgeon,Rochester,NY,43.157285,-77.615214,0,36
Operations Research Analyst,Rochester,NY,43.157285,-77.615214,0,19
Nurse Anesthetist,Rochester,NY,43.157285,-77.615214,0,1
Pediatrician,Rochester,NY,43.157285,-77.615214,117442,9
Web Developer,Rochester,NY,43.157285,-77.615214,64092,68
Dental Hygienist,Rochester,NY,43.157285,-77.615214,35.77,9
Genetic Counselor,Rochester,NY,43.157285,-77.615214,0,2
Physical Therapist Assistant,Rochester,NY,43.157285,-77.615214,28.89,9
Financial Manager,Rochester,NY,43.157285,-77.615214,0,11
Occupational Therapist,Rochester,NY,43.157285,-77.615214,70525,22
Psychologist,Rochester,NY,43.157285,-77.615214,74446,46
Database Administrator,Rochester,NY,43.157285,-77.615214,82333,29
Financial Advisor,Rochester,NY,43.157285,-77.615214,62192,80
Mechanical Engineer,Rochester,NY,43.157285,-77.615214,123896,145
Civil Engineer,Rochester,NY,43.157285,-77.615214,74493,83
Psychiatrist,Rochester,NY,43.157285,-77.615214,192552,39
Substance Abuse and Behavioral Disorder Counselor,Rochester,NY,43.157285,-77.615214,0,0
School Psychologist,Rochester,NY,43.157285,-77.615214,75324,8
Home Health Aide,Rochester,NY,43.157285,-77.615214,12.46,169
Information Security Analyst,Rochester,NY,43.157285,-77.615214,82532,20
Pilot,Rochester,NY,43.157285,-77.615214,92509,56
Respiratory Therapist,Rochester,NY,43.157285,-77.615214,39.29,13
Diagnostic Medical Sonographer,Rochester,NY,43.157285,-77.615214,0,2
Accountant,Rochester,NY,43.157285,-77.615214,42891,62
Market Research Analyst,Rochester,NY,43.157285,-77.615214,0,7
Business Operations Manager,Rochester,NY,43.157285,-77.615214,0,41
Marketing Manager,Rochester,NY,43.157285,-77.615214,67976,36
Industrial Psychologist,Rochester,NY,43.157285,-77.615214,0,29
Podiatrist,Rochester,NY,43.157285,-77.615214,0,2
Environmental Engineer,Rochester,NY,43.157285,-77.615214,0,59
Social and Community Service Manager,Rochester,NY,43.157285,-77.615214,0,10
Lawyer,Rochester,NY,43.157285,-77.615214,72774,27
Marriage and Family Therapist,Rochester,NY,43.157285,-77.615214,0,2
Medical Assistant,Rochester,NY,43.157285,-77.615214,14.19,19
Data Analyst,Rochester,NY,43.157285,-77.615214,46077,117
Actuary,Rochester,NY,43.157285,-77.615214,108367,2
Medical Records Technician,Rochester,NY,43.157285,-77.615214,0,100
Prosthodontist,Rochester,NY,43.157285,-77.615214,0,0
Construction Manager,Rochester,NY,43.157285,-77.615214,69452,169
Veterinary Technologist and Technician,Rochester,NY,43.157285,-77.615214,0,0
Landscaper and Groundskeeper,Rochester,NY,43.157285,-77.615214,0,0
Computer Network Architect,Rochester,NY,43.157285,-77.615214,0,1
Orthotist and Prosthetist,Rochester,NY,43.157285,-77.615214,0,0
Personal Care Aide,Rochester,NY,43.157285,-77.615214,0,132
Computer Systems Administrator,Rochester,NY,43.157285,-77.615214,0,65
Massage Therapist,Rochester,NY,43.157285,-77.615214,29.22,18
Cartographer,Rochester,NY,43.157285,-77.615214,0,0
Dental Assistant,Rochester,NY,43.157285,-77.615214,15.95,12
Management Analyst,Rochester,NY,43.157285,-77.615214,0,2
Solar Photovoltaic Installer,Rochester,NY,43.157285,-77.615214,0,0
Physical Therapist Aide,Rochester,NY,43.157285,-77.615214,0,13
Occupational Therapy Assistant,Rochester,NY,43.157285,-77.615214,0,10
Mental Health Counselor,Rochester,NY,43.157285,-77.615214,0,47
Environmental Engineering Technician,Rochester,NY,43.157285,-77.615214,0,25
Nail Technician,Rochester,NY,43.157285,-77.615214,17.12,2
Plumber,Rochester,NY,43.157285,-77.615214,28.39,9
Radiologic Technologist,Rochester,NY,43.157285,-77.615214,0,28
MRI Technologist,Rochester,NY,43.157285,-77.615214,35.26,1
Chiropractor,Rochester,NY,43.157285,-77.615214,57504,1
Cost Estimator,Rochester,NY,43.157285,-77.615214,0,1
Financial Analyst,Rochester,NY,43.157285,-77.615214,62158,47
Insurance Sales Agent,Rochester,NY,43.157285,-77.615214,0,2
School Counselor,Rochester,NY,43.157285,-77.615214,19.5,65
Nurse Midwife,Rochester,NY,43.157285,-77.615214,0,1
Paralegal,Rochester,NY,43.157285,-77.615214,50739,12
Phlebotomist,Rochester,NY,43.157285,-77.615214,15,6
Loan Officer,Rochester,NY,43.157285,-77.615214,72050,3
Clinical Social Worker,Rochester,NY,43.157285,-77.615214,0,7
Compliance Officer,Rochester,NY,43.157285,-77.615214,58863,50
Dietitian and Nutritionist,Rochester,NY,43.157285,-77.615214,0,0
Ophthalmic Medical Technician,Rochester,NY,43.157285,-77.615214,0,3
Clinical Laboratory Technician,Rochester,NY,43.157285,-77.615214,0,9
Licensed Practical and Licensed Vocational Nurse,Rochester,NY,43.157285,-77.615214,0,0
Electrician,Rochester,NY,43.157285,-77.615214,23.87,19
HR Specialist,Rochester,NY,43.157285,-77.615214,0,20
Wind Turbine Technician,Rochester,NY,43.157285,-77.615214,0,0
Logistician,Rochester,NY,43.157285,-77.615214,0,0
Residential Advisor,Rochester,NY,43.157285,-77.615214,0,3
Optician,Rochester,NY,43.157285,-77.615214,17.37,9
Computer Support Specialist,Rochester,NY,43.157285,-77.615214,0,113
Esthetician and Skincare Specialist,Rochester,NY,43.157285,-77.615214,0,0
Restaurant Cook,Rochester,NY,43.157285,-77.615214,0,58
Software Engineer,Atlanta,GA,33.7490987,-84.3901849,106657,"3,778"
Dentist,Atlanta,GA,33.7490987,-84.3901849,231631,83
Physician Assistant,Atlanta,GA,33.7490987,-84.3901849,91685,391
Orthodontist,Atlanta,GA,33.7490987,-84.3901849,0,15
Nurse Practitioner,Atlanta,GA,33.7490987,-84.3901849,102199,184
Statistician,Atlanta,GA,33.7490987,-84.3901849,0,17
Physician,Atlanta,GA,33.7490987,-84.3901849,196973,174
Speech Language Pathologist,Atlanta,GA,33.7490987,-84.3901849,39.61,119
Oral and Maxillofacial Surgeon,Atlanta,GA,33.7490987,-84.3901849,0,0
Veterinarian,Atlanta,GA,33.7490987,-84.3901849,99396,49
Medical and Health Services Manager,Atlanta,GA,33.7490987,-84.3901849,0,0
IT Manager,Atlanta,GA,33.7490987,-84.3901849,91938,579
Registered Nurse,Atlanta,GA,33.7490987,-84.3901849,35.94,"2,908"
Mathematician,Atlanta,GA,33.7490987,-84.3901849,0,1
Physical Therapist,Atlanta,GA,33.7490987,-84.3901849,85483,271
Optometrist,Atlanta,GA,33.7490987,-84.3901849,117421,41
Anesthesiologist,Atlanta,GA,33.7490987,-84.3901849,429215,36
Obstetrician and Gynecologist,Atlanta,GA,33.7490987,-84.3901849,0,0
Surgeon,Atlanta,GA,33.7490987,-84.3901849,0,198
Operations Research Analyst,Atlanta,GA,33.7490987,-84.3901849,0,5
Nurse Anesthetist,Atlanta,GA,33.7490987,-84.3901849,0,4
Pediatrician,Atlanta,GA,33.7490987,-84.3901849,145073,30
Web Developer,Atlanta,GA,33.7490987,-84.3901849,84518,872
Dental Hygienist,Atlanta,GA,33.7490987,-84.3901849,34.72,50
Genetic Counselor,Atlanta,GA,33.7490987,-84.3901849,0,3
Physical Therapist Assistant,Atlanta,GA,33.7490987,-84.3901849,26.14,49
Financial Manager,Atlanta,GA,33.7490987,-84.3901849,0,6
Occupational Therapist,Atlanta,GA,33.7490987,-84.3901849,82008,96
Psychologist,Atlanta,GA,33.7490987,-84.3901849,97601,34
Database Administrator,Atlanta,GA,33.7490987,-84.3901849,76915,236
Financial Advisor,Atlanta,GA,33.7490987,-84.3901849,92694,581
Mechanical Engineer,Atlanta,GA,33.7490987,-84.3901849,85948,625
Civil Engineer,Atlanta,GA,33.7490987,-84.3901849,90574,412
Psychiatrist,Atlanta,GA,33.7490987,-84.3901849,233713,67
Substance Abuse and Behavioral Disorder Counselor,Atlanta,GA,33.7490987,-84.3901849,0,0
School Psychologist,Atlanta,GA,33.7490987,-84.3901849,84099,10
Home Health Aide,Atlanta,GA,33.7490987,-84.3901849,11.33,143
Information Security Analyst,Atlanta,GA,33.7490987,-84.3901849,98155,338
Pilot,Atlanta,GA,33.7490987,-84.3901849,70762,118
Respiratory Therapist,Atlanta,GA,33.7490987,-84.3901849,34.61,136
Diagnostic Medical Sonographer,Atlanta,GA,33.7490987,-84.3901849,0,16
Accountant,Atlanta,GA,33.7490987,-84.3901849,61491,625
Market Research Analyst,Atlanta,GA,33.7490987,-84.3901849,0,3
Business Operations Manager,Atlanta,GA,33.7490987,-84.3901849,0,337
Marketing Manager,Atlanta,GA,33.7490987,-84.3901849,67590,484
Industrial Psychologist,Atlanta,GA,33.7490987,-84.3901849,0,0
Podiatrist,Atlanta,GA,33.7490987,-84.3901849,0,7
Environmental Engineer,Atlanta,GA,33.7490987,-84.3901849,0,302
Social and Community Service Manager,Atlanta,GA,33.7490987,-84.3901849,0,25
Lawyer,Atlanta,GA,33.7490987,-84.3901849,81252,148
Marriage and Family Therapist,Atlanta,GA,33.7490987,-84.3901849,0,6
Medical Assistant,Atlanta,GA,33.7490987,-84.3901849,16.75,247
Data Analyst,Atlanta,GA,33.7490987,-84.3901849,71835,"1,537"
Actuary,Atlanta,GA,33.7490987,-84.3901849,114772,35
Medical Records Technician,Atlanta,GA,33.7490987,-84.3901849,0,517
Prosthodontist,Atlanta,GA,33.7490987,-84.3901849,0,0
Construction Manager,Atlanta,GA,33.7490987,-84.3901849,74627,"1,287"
Veterinary Technologist and Technician,Atlanta,GA,33.7490987,-84.3901849,0,0
Landscaper and Groundskeeper,Atlanta,GA,33.7490987,-84.3901849,0,0
Computer Network Architect,Atlanta,GA,33.7490987,-84.3901849,0,6
Orthotist and Prosthetist,Atlanta,GA,33.7490987,-84.3901849,0,0
Personal Care Aide,Atlanta,GA,33.7490987,-84.3901849,0,113
Computer Systems Administrator,Atlanta,GA,33.7490987,-84.3901849,0,388
Massage Therapist,Atlanta,GA,33.7490987,-84.3901849,30.31,127
Cartographer,Atlanta,GA,33.7490987,-84.3901849,0,0
Dental Assistant,Atlanta,GA,33.7490987,-84.3901849,16.49,84
Management Analyst,Atlanta,GA,33.7490987,-84.3901849,0,20
Solar Photovoltaic Installer,Atlanta,GA,33.7490987,-84.3901849,0,0
Physical Therapist Aide,Atlanta,GA,33.7490987,-84.3901849,0,32
Occupational Therapy Assistant,Atlanta,GA,33.7490987,-84.3901849,0,66
Mental Health Counselor,Atlanta,GA,33.7490987,-84.3901849,0,88
Environmental Engineering Technician,Atlanta,GA,33.7490987,-84.3901849,0,77
Nail Technician,Atlanta,GA,33.7490987,-84.3901849,44.07,30
Plumber,Atlanta,GA,33.7490987,-84.3901849,23.6,79
Radiologic Technologist,Atlanta,GA,33.7490987,-84.3901849,0,190
MRI Technologist,Atlanta,GA,33.7490987,-84.3901849,33.49,32
Chiropractor,Atlanta,GA,33.7490987,-84.3901849,64392,19
Cost Estimator,Atlanta,GA,33.7490987,-84.3901849,0,6
Financial Analyst,Atlanta,GA,33.7490987,-84.3901849,72044,751
Insurance Sales Agent,Atlanta,GA,33.7490987,-84.3901849,0,39
School Counselor,Atlanta,GA,33.7490987,-84.3901849,14.68,349
Nurse Midwife,Atlanta,GA,33.7490987,-84.3901849,0,3
Paralegal,Atlanta,GA,33.7490987,-84.3901849,57453,79
Phlebotomist,Atlanta,GA,33.7490987,-84.3901849,12.29,60
Loan Officer,Atlanta,GA,33.7490987,-84.3901849,95654,95
Clinical Social Worker,Atlanta,GA,33.7490987,-84.3901849,0,37
Compliance Officer,Atlanta,GA,33.7490987,-84.3901849,66262,29
Dietitian and Nutritionist,Atlanta,GA,33.7490987,-84.3901849,0,0
Ophthalmic Medical Technician,Atlanta,GA,33.7490987,-84.3901849,0,2
Clinical Laboratory Technician,Atlanta,GA,33.7490987,-84.3901849,0,23
Licensed Practical and Licensed Vocational Nurse,Atlanta,GA,33.7490987,-84.3901849,0,0
Electrician,Atlanta,GA,33.7490987,-84.3901849,22.03,80
HR Specialist,Atlanta,GA,33.7490987,-84.3901849,0,144
Wind Turbine Technician,Atlanta,GA,33.7490987,-84.3901849,0,0
Logistician,Atlanta,GA,33.7490987,-84.3901849,0,4
Residential Advisor,Atlanta,GA,33.7490987,-84.3901849,0,1
Optician,Atlanta,GA,33.7490987,-84.3901849,19.83,27
Computer Support Specialist,Atlanta,GA,33.7490987,-84.3901849,0,622
Esthetician and Skincare Specialist,Atlanta,GA,33.7490987,-84.3901849,0,0
Restaurant Cook,Atlanta,GA,33.7490987,-84.3901849,0,599
Software Engineer,Dayton,OH,39.7589478,-84.1916069,87531,780
Dentist,Dayton,OH,39.7589478,-84.1916069,232281,21
Physician Assistant,Dayton,OH,39.7589478,-84.1916069,83295,168
Orthodontist,Dayton,OH,39.7589478,-84.1916069,0,1
Nurse Practitioner,Dayton,OH,39.7589478,-84.1916069,111378,141
Statistician,Dayton,OH,39.7589478,-84.1916069,0,3
Physician,Dayton,OH,39.7589478,-84.1916069,123988,60
Speech Language Pathologist,Dayton,OH,39.7589478,-84.1916069,41.66,41
Oral and Maxillofacial Surgeon,Dayton,OH,39.7589478,-84.1916069,0,0
Veterinarian,Dayton,OH,39.7589478,-84.1916069,99582,13
Medical and Health Services Manager,Dayton,OH,39.7589478,-84.1916069,0,0
IT Manager,Dayton,OH,39.7589478,-84.1916069,86271,91
Registered Nurse,Dayton,OH,39.7589478,-84.1916069,29.4,"1,088"
Mathematician,Dayton,OH,39.7589478,-84.1916069,0,5
Physical Therapist,Dayton,OH,39.7589478,-84.1916069,79533,71
Optometrist,Dayton,OH,39.7589478,-84.1916069,107246,10
Anesthesiologist,Dayton,OH,39.7589478,-84.1916069,187224,6
Obstetrician and Gynecologist,Dayton,OH,39.7589478,-84.1916069,0,0
Surgeon,Dayton,OH,39.7589478,-84.1916069,0,108
Operations Research Analyst,Dayton,OH,39.7589478,-84.1916069,0,15
Nurse Anesthetist,Dayton,OH,39.7589478,-84.1916069,0,2
Pediatrician,Dayton,OH,39.7589478,-84.1916069,204796,6
Web Developer,Dayton,OH,39.7589478,-84.1916069,66744,93
Dental Hygienist,Dayton,OH,39.7589478,-84.1916069,29.34,19
Genetic Counselor,Dayton,OH,39.7589478,-84.1916069,0,12
Physical Therapist Assistant,Dayton,OH,39.7589478,-84.1916069,28.92,18
Financial Manager,Dayton,OH,39.7589478,-84.1916069,0,10
Occupational Therapist,Dayton,OH,39.7589478,-84.1916069,79223,48
Psychologist,Dayton,OH,39.7589478,-84.1916069,80285,9
Database Administrator,Dayton,OH,39.7589478,-84.1916069,82419,42
Financial Advisor,Dayton,OH,39.7589478,-84.1916069,74654,56
Mechanical Engineer,Dayton,OH,39.7589478,-84.1916069,77050,174
Civil Engineer,Dayton,OH,39.7589478,-84.1916069,83373,54
Psychiatrist,Dayton,OH,39.7589478,-84.1916069,210412,17
Substance Abuse and Behavioral Disorder Counselor,Dayton,OH,39.7589478,-84.1916069,0,0
School Psychologist,Dayton,OH,39.7589478,-84.1916069,65964,1
Home Health Aide,Dayton,OH,39.7589478,-84.1916069,10.52,207
Information Security Analyst,Dayton,OH,39.7589478,-84.1916069,82619,161
Pilot,Dayton,OH,39.7589478,-84.1916069,63445,361
Respiratory Therapist,Dayton,OH,39.7589478,-84.1916069,32.97,75
Diagnostic Medical Sonographer,Dayton,OH,39.7589478,-84.1916069,0,14
Accountant,Dayton,OH,39.7589478,-84.1916069,50310,58
Market Research Analyst,Dayton,OH,39.7589478,-84.1916069,0,1
Business Operations Manager,Dayton,OH,39.7589478,-84.1916069,0,59
Marketing Manager,Dayton,OH,39.7589478,-84.1916069,57390,43
Industrial Psychologist,Dayton,OH,39.7589478,-84.1916069,0,1
Podiatrist,Dayton,OH,39.7589478,-84.1916069,0,1
Environmental Engineer,Dayton,OH,39.7589478,-84.1916069,0,52
Social and Community Service Manager,Dayton,OH,39.7589478,-84.1916069,0,12
Lawyer,Dayton,OH,39.7589478,-84.1916069,72850,6
Marriage and Family Therapist,Dayton,OH,39.7589478,-84.1916069,0,22
Medical Assistant,Dayton,OH,39.7589478,-84.1916069,14.31,196
Data Analyst,Dayton,OH,39.7589478,-84.1916069,80582,256
Actuary,Dayton,OH,39.7589478,-84.1916069,101735,1
Medical Records Technician,Dayton,OH,39.7589478,-84.1916069,0,131
Prosthodontist,Dayton,OH,39.7589478,-84.1916069,0,0
Construction Manager,Dayton,OH,39.7589478,-84.1916069,69524,126
Veterinary Technologist and Technician,Dayton,OH,39.7589478,-84.1916069,0,0
Landscaper and Groundskeeper,Dayton,OH,39.7589478,-84.1916069,0,0
Computer Network Architect,Dayton,OH,39.7589478,-84.1916069,0,17
Orthotist and Prosthetist,Dayton,OH,39.7589478,-84.1916069,0,0
Personal Care Aide,Dayton,OH,39.7589478,-84.1916069,0,163
Computer Systems Administrator,Dayton,OH,39.7589478,-84.1916069,0,106
Massage Therapist,Dayton,OH,39.7589478,-84.1916069,28.39,17
Cartographer,Dayton,OH,39.7589478,-84.1916069,0,0
Dental Assistant,Dayton,OH,39.7589478,-84.1916069,16.04,19
